Index,NO,NO2,NOx,NH3,CO,SO2,class
7192,29.85,47.83,51.99,49.76,1.29,15.03,2
7402,13.33,34.53,31.46,30.0,1.03,11.79,1
2409,54.79,68.84,0.0,90.01,1.64,6.55,3
14531,0.92,3.25,2.14,3.16,1.12,9.43,0
2221,7.48,40.15,0.0,28.81,0.79,4.81,1
8268,54.75,43.42,61.98,14.17,0.76,13.57,2
6385,6.74,52.3,50.94,53.04,0.98,16.32,1
14243,2.23,10.97,7.54,6.77,0.36,20.22,0
5024,8.57,20.66,16.56,292.52,0.57,20.97,3
5896,25.01,36.91,48.62,130.36,11.54,4.63,3
6042,47.05,65.26,103.71,40.66,7.59,17.68,2
5102,7.8,15.79,12.05,107.66,0.74,9.94,3
14549,10.07,21.72,19.74,10.26,1.29,8.76,0
5984,9.82,20.54,27.51,31.04,6.72,14.37,1
8639,10.96,58.71,18.26,36.62,0.52,44.93,1
12705,34.93,24.93,59.86,19.56,1.08,11.67,2
6539,102.46,81.11,113.0,27.85,0.84,19.17,4
3412,6.67,38.33,25.9,22.01,1.01,17.33,1
12876,12.88,6.24,18.28,7.31,0.36,7.06,0
8201,72.6,13.16,133.26,19.26,1.87,12.96,4
11118,30.36,66.2,96.56,40.07,0.76,15.1,2
2453,11.74,28.09,0.0,24.48,0.95,4.92,0
8144,48.83,15.93,97.21,5.25,0.96,10.4,2
13852,2.27,3.96,3.93,5.83,1.31,4.1,0
5574,9.96,24.04,20.21,49.88,1.05,3.78,1
10906,66.07,1.04,53.27,2.71,0.82,16.53,2
5533,5.86,11.24,17.1,1.75,1.01,6.68,0
1956,9.46,30.94,22.89,29.92,1.47,3.2,1
9558,3.2,41.52,24.53,18.68,0.79,7.43,1
14345,1.01,4.94,12.15,2.63,1.09,3.95,0
13310,21.51,12.13,16.91,14.32,1.71,27.79,0
14321,0.96,4.31,2.97,3.16,0.7,2.87,0
14022,3.01,9.16,7.3,2.12,0.86,5.95,0
14035,3.15,8.46,7.0,2.29,0.62,5.71,0
12204,7.11,29.42,20.91,15.3,1.31,7.74,0
2730,10.61,25.93,31.45,11.56,0.75,6.74,0
2903,9.52,34.41,30.94,21.22,0.89,5.76,1
4126,25.59,21.22,38.89,47.77,0.88,5.54,1
3477,1.68,18.18,11.13,16.18,0.62,13.7,0
8476,5.58,12.11,16.27,10.21,1.0,7.78,0
820,2.18,7.85,5.94,10.82,0.49,18.35,0
14119,2.88,7.9,6.53,2.54,0.84,6.07,0
3876,22.12,24.28,20.03,55.52,1.03,8.18,1
10803,3.22,13.15,13.76,24.09,0.51,10.98,0
12486,20.0,53.58,44.47,19.08,1.33,7.71,1
8716,10.64,52.03,12.26,17.59,0.0,13.7,1
12210,9.57,33.07,24.01,9.94,1.12,7.45,0
9083,14.55,59.37,42.94,28.79,0.84,13.52,1
10992,5.46,33.86,39.32,9.57,1.26,1.59,1
14665,6.99,8.39,9.77,5.09,0.87,6.32,0
12880,12.22,7.98,19.82,6.82,0.44,7.97,0
7949,37.7,13.57,69.67,99.42,0.23,48.03,3
6406,17.71,44.55,57.7,37.91,1.04,13.11,2
498,2.9,8.11,6.76,10.79,0.44,8.55,0
7400,44.64,49.86,65.68,32.16,1.41,13.52,2
2546,12.17,46.1,30.94,26.78,0.95,3.89,1
6501,35.47,33.42,72.7,19.68,1.17,9.87,2
13201,0.96,2.69,1.05,2.75,0.31,6.19,0
8571,12.5,78.98,26.06,22.62,0.37,13.91,1
7144,86.96,44.68,93.15,35.57,1.78,12.98,4
2580,4.8,33.77,20.26,45.24,1.14,3.97,1
5196,13.53,21.67,19.86,71.63,0.86,6.2,1
7503,17.88,30.66,33.12,26.2,0.91,9.32,1
13677,21.85,6.51,28.35,7.05,1.69,35.23,0
190,4.26,6.48,7.0,8.66,0.61,6.01,0
13862,1.96,7.51,5.59,9.27,1.32,3.29,0
6483,24.1,36.46,58.74,25.64,0.95,11.16,2
9912,7.61,29.65,31.03,23.48,0.62,15.18,1
10822,2.97,12.04,12.67,17.82,0.51,13.91,0
8212,53.28,15.68,104.28,17.02,1.41,13.37,2
3597,8.0,15.23,23.21,14.69,3.58,13.36,0
6630,111.19,79.35,75.14,43.41,0.95,20.33,4
3888,34.67,22.14,25.26,54.54,1.53,7.2,1
2046,1.41,9.86,5.87,9.56,1.08,3.36,0
13295,14.27,13.67,18.39,25.25,1.72,26.0,0
12337,8.53,17.84,17.39,30.15,1.03,4.06,0
12254,6.52,24.04,19.16,30.02,1.43,5.06,1
12682,22.87,19.61,41.89,19.44,0.67,7.97,1
4271,4.68,12.21,9.97,37.32,0.53,6.01,0
8381,4.52,11.75,14.87,8.6,1.01,9.53,0
13564,28.36,5.9,34.25,7.74,1.63,32.92,0
150,4.45,22.81,15.74,12.41,0.66,12.63,0
22,2.93,0.25,3.86,32.94,0.4,8.36,0
12964,39.94,33.22,68.27,28.29,0.79,8.69,2
8425,18.62,22.42,39.3,10.33,1.39,7.62,1
7902,43.03,31.59,104.49,25.47,1.61,27.63,2
4538,29.3,43.83,43.94,18.78,1.8,17.42,1
4753,9.18,8.38,15.06,102.37,1.39,3.82,3
2355,6.67,31.17,0.0,29.12,0.43,4.16,0
11334,7.49,20.98,28.47,11.54,0.48,4.01,0
1382,16.97,9.95,26.71,12.99,0.48,10.68,0
9999,33.6,27.88,31.18,42.31,0.0,12.79,1
7478,19.01,34.62,37.1,34.95,1.07,9.64,1
2798,12.41,31.17,34.5,16.37,0.9,5.67,1
8010,2.88,9.96,15.36,4.53,0.42,10.7,0
12944,69.35,49.02,117.13,36.09,1.3,10.78,4
6743,126.22,92.19,74.14,37.01,1.5,51.7,4
13444,24.13,0.07,22.83,7.03,1.81,28.6,0
550,8.38,29.05,22.21,3.97,0.58,16.03,0
11193,6.07,52.86,58.94,34.33,0.59,2.95,1
2319,3.32,27.69,0.0,25.74,0.14,2.48,0
12981,61.82,48.93,84.2,21.68,1.04,10.36,2
5035,8.39,21.82,14.2,244.64,0.35,11.93,3
2817,16.17,46.93,48.92,21.74,0.85,5.28,1
12001,10.32,40.53,29.3,37.53,1.04,6.41,1
241,5.5,13.82,11.83,10.29,0.79,6.68,0
10257,42.3,32.84,58.5,26.59,1.34,9.96,2
14073,2.86,10.09,7.69,1.96,0.95,4.65,0
13684,10.25,8.1,17.85,5.85,2.3,42.04,0
2103,5.21,8.97,6.48,40.88,45.96,1.24,0
5623,24.1,33.02,42.12,87.35,0.78,6.2,3
2414,17.23,29.5,0.0,30.96,0.64,4.09,0
2829,5.89,26.0,24.5,14.06,0.8,5.16,0
4857,7.47,12.81,11.79,65.51,0.67,3.12,1
8660,11.02,60.63,12.58,24.41,0.38,34.5,1
864,18.64,37.98,55.06,51.89,0.69,5.22,1
10060,9.71,36.64,45.46,21.3,0.69,10.57,1
6484,22.7,51.48,65.74,30.91,1.23,9.22,2
4084,26.63,15.87,39.15,79.46,0.63,12.09,1
8695,10.06,38.15,9.48,20.75,0.0,7.78,1
3441,8.68,51.43,34.5,19.47,1.13,27.49,1
5674,5.34,10.73,14.27,24.36,0.86,6.19,0
3804,22.38,25.97,45.49,42.71,3.12,16.66,1
8961,10.47,24.14,10.59,8.02,0.29,19.21,0
9076,33.83,67.8,63.29,24.5,1.1,22.37,2
5656,7.44,22.76,30.02,41.7,0.81,6.69,1
2005,27.61,38.54,32.63,18.87,1.13,3.61,1
12864,11.52,11.3,21.6,11.6,0.43,10.16,0
2440,8.53,27.33,0.0,24.46,2.44,5.32,0
1286,8.83,10.22,17.6,10.46,0.51,21.06,0
226,3.72,7.72,7.22,10.79,0.34,5.99,0
5388,10.09,17.89,26.81,34.09,1.09,8.84,1
7075,17.99,36.48,37.03,43.54,0.97,11.2,1
8902,7.46,11.51,5.8,7.58,0.19,5.41,0
1866,7.08,16.44,19.51,41.96,1.73,2.95,1
8290,1.36,7.41,4.62,3.57,0.36,16.55,0
7625,66.0,44.3,82.89,45.17,1.9,10.95,2
4986,15.23,19.04,18.49,98.61,0.79,17.26,3
7511,12.1,27.89,26.39,22.01,0.92,8.22,1
8085,8.38,10.34,24.85,2.35,0.59,12.42,0
7314,26.28,46.88,50.26,30.56,1.07,19.96,2
12334,7.87,18.53,17.17,29.61,0.96,4.42,0
1982,11.89,25.76,18.7,29.15,0.89,3.24,1
12909,45.23,36.74,81.09,27.28,2.71,7.99,2
4353,26.85,14.69,29.63,55.11,0.66,8.51,1
4892,4.11,16.22,13.25,155.73,0.95,4.58,3
7429,13.97,31.36,29.11,33.73,1.04,10.41,1
7374,26.79,50.99,51.51,44.72,1.38,15.36,2
9442,3.93,47.27,28.11,16.59,0.64,6.77,1
4673,12.07,10.01,17.23,24.19,1.74,10.22,0
1465,10.76,10.82,20.45,11.96,0.64,10.61,0
11934,11.51,28.11,23.74,11.25,0.74,5.51,0
6087,13.94,43.46,94.25,49.32,1.3,8.04,2
9590,2.28,16.94,9.97,15.94,0.34,5.0,0
4766,6.82,16.46,21.42,206.54,0.71,3.5,3
2761,15.66,28.52,35.0,15.63,1.09,5.21,1
12318,7.27,17.83,14.94,5.31,0.97,6.26,0
4367,4.03,9.7,8.37,60.29,0.53,11.7,1
2022,7.67,21.35,16.08,24.94,0.72,3.74,0
9388,4.06,30.74,18.63,10.81,0.63,5.63,0
12265,14.05,20.45,22.04,16.97,1.24,4.37,0
9659,3.35,12.65,8.2,11.54,0.3,7.33,0
5658,5.03,13.31,18.24,39.76,0.85,6.02,1
7582,85.62,72.63,115.07,59.1,2.41,12.49,4
7825,9.08,27.24,24.04,28.03,0.97,15.87,1
3451,7.85,39.53,27.5,15.91,0.97,21.25,1
9203,2.41,22.16,13.55,13.75,0.71,6.1,0
12211,7.27,25.31,18.95,11.64,1.03,7.29,0
12475,16.79,48.86,38.85,7.92,1.88,10.07,1
1236,24.07,13.75,30.02,20.25,0.62,9.37,0
7818,31.82,28.16,45.99,33.94,0.97,17.83,1
5799,8.89,14.74,21.46,42.76,1.02,8.01,1
1671,3.45,14.31,12.05,6.09,1.59,4.96,0
13938,1.74,15.58,9.7,5.47,1.18,5.52,0
11260,18.33,34.48,52.48,6.14,0.72,3.14,1
11796,9.06,28.74,26.57,30.3,0.27,11.51,1
4296,19.2,15.57,23.47,24.35,0.76,6.55,0
13356,221.74,79.92,146.19,26.32,3.08,12.57,4
10959,3.09,17.9,20.99,5.91,0.3,1.35,0
10034,16.87,39.2,55.76,22.7,0.71,9.36,1
734,5.93,24.73,17.97,14.14,0.77,10.8,0
462,3.87,38.2,23.52,21.38,0.72,12.19,1
2739,26.17,56.14,65.76,18.69,1.12,7.03,2
9398,10.97,43.69,30.84,9.49,0.67,11.57,1
10961,7.32,34.69,42.01,1.93,0.37,1.23,1
14281,0.92,5.64,3.63,3.95,0.63,2.09,0
3064,6.04,20.04,21.91,16.1,0.85,4.64,0
8791,8.94,35.29,10.53,41.98,0.12,15.24,1
9519,2.9,28.22,17.19,13.04,0.54,3.16,0
3544,9.54,23.63,33.16,9.71,3.96,15.13,0
400,2.74,82.32,46.02,2.1,1.08,20.63,1
12847,17.46,31.06,48.52,16.27,0.67,9.61,1
1776,1.93,13.63,9.32,18.87,16.67,2.49,0
9431,5.79,33.37,21.82,15.8,0.46,5.3,1
8706,10.14,47.79,11.21,18.46,0.0,9.19,1
5140,6.77,17.4,11.16,24.3,0.88,6.74,0
2541,11.02,39.44,25.1,26.56,0.92,3.76,1
13750,8.69,4.76,13.45,1.4,1.63,29.1,0
7988,9.54,18.64,35.62,11.22,0.68,10.68,0
2544,12.04,37.02,28.5,26.84,0.85,3.36,1
3041,7.18,19.78,23.79,12.1,0.71,7.1,0
4631,8.6,14.41,19.25,36.34,1.17,9.36,1
9006,11.04,37.91,28.39,14.6,0.76,18.61,1
7995,13.86,22.06,46.37,7.67,0.74,10.57,1
11645,47.62,55.68,71.46,13.23,0.97,21.34,2
12850,17.93,24.74,42.67,14.78,0.49,10.72,1
2206,14.52,30.35,0.0,37.49,0.82,4.06,1
2752,16.45,37.67,43.57,17.68,1.11,5.67,1
12806,27.08,21.6,45.51,19.6,0.64,8.01,1
13228,70.66,69.51,140.12,5.42,1.96,79.83,4
703,2.23,14.09,9.4,13.92,0.75,20.18,0
829,1.98,8.07,5.91,9.98,0.49,21.65,0
6285,96.44,90.45,154.28,68.84,2.09,23.63,4
11141,79.2,103.2,165.36,25.95,0.89,15.71,4
1035,13.48,17.23,27.03,3.12,2.81,4.73,0
12540,4.78,12.55,10.41,36.13,0.99,6.64,0
8411,24.6,27.59,50.51,10.35,1.52,12.64,1
11609,3.94,8.91,12.9,12.76,0.36,8.1,0
5360,12.3,15.35,27.64,106.45,0.99,17.81,3
14238,2.58,8.18,6.35,6.13,0.01,19.25,0
13344,15.1,3.33,15.69,20.38,2.29,70.25,0
13378,104.68,13.94,95.21,28.97,2.65,18.18,4
9261,5.68,27.06,18.56,13.47,0.31,6.37,0
3643,5.37,15.06,20.41,6.29,2.61,12.62,0
6468,24.58,34.87,56.3,34.99,2.69,8.23,2
821,1.94,5.45,4.48,10.31,0.48,17.86,0
4623,7.9,16.22,19.77,46.45,1.41,19.41,1
5605,9.12,22.9,32.01,45.88,0.98,4.94,1
5510,6.22,14.81,21.02,1.58,1.02,6.15,0
516,2.04,7.75,5.44,7.63,0.7,9.14,0
10878,66.61,5.81,50.79,2.74,1.32,17.99,2
6278,29.85,52.83,74.47,37.76,1.68,11.99,2
7767,0.27,6.99,7.16,0.05,1.79,3.98,0
2048,1.55,6.83,4.57,10.37,0.42,4.91,0
5838,7.54,6.21,13.11,89.9,0.62,6.52,3
8282,12.18,26.92,22.2,19.62,0.98,17.35,1
11703,8.01,49.63,33.77,52.78,0.7,11.8,1
13283,9.68,8.79,14.61,27.75,1.75,43.16,0
600,5.0,29.99,20.12,4.69,0.34,13.82,0
13035,1.32,3.54,1.29,3.65,0.29,5.86,0
3255,2.63,10.58,12.06,10.13,0.85,6.11,0
2839,10.06,38.44,33.98,14.13,0.88,5.81,1
13257,22.13,18.51,26.93,11.43,1.84,38.31,0
13250,25.98,48.95,71.18,22.33,2.07,30.63,2
11194,15.77,56.9,72.67,32.36,0.73,5.14,2
8899,9.46,21.64,9.62,8.4,0.23,4.69,0
3036,9.03,18.74,23.82,12.29,0.83,4.84,0
4950,6.96,14.19,13.89,126.27,1.12,2.44,3
8679,9.38,58.31,14.69,24.76,0.48,10.11,1
4966,7.18,15.1,14.66,59.7,0.44,12.15,1
11975,9.17,25.74,24.72,28.85,0.72,3.62,1
6325,19.94,43.9,61.04,40.96,1.07,26.24,2
8784,9.86,37.36,11.15,26.62,0.15,18.52,1
1608,13.88,29.78,24.83,21.85,1.49,6.5,1
13745,11.14,5.05,14.27,1.47,1.99,40.37,0
1098,15.34,10.85,24.48,9.66,0.0,4.17,0
12799,65.0,44.95,104.64,23.11,1.58,10.32,2
10266,17.76,41.0,47.78,19.02,1.1,10.18,1
8549,8.71,19.21,19.22,39.66,0.6,3.26,1
4848,7.06,6.9,10.05,9.81,0.84,3.1,0
11428,12.99,32.87,45.48,10.42,0.85,5.15,1
12681,20.46,22.09,42.0,11.57,0.67,7.63,1
7332,53.23,63.62,81.06,37.04,1.8,29.11,2
3130,4.45,21.45,20.72,17.36,0.9,6.17,0
253,3.0,7.26,6.39,9.25,1.0,6.14,0
4111,21.2,17.58,31.41,40.89,1.69,3.88,1
1961,9.08,37.3,25.34,27.07,0.73,6.91,1
4132,17.02,27.47,36.02,91.11,0.86,6.09,3
435,5.44,67.17,40.16,21.34,1.01,28.57,1
8781,4.95,39.61,11.11,22.74,0.21,17.04,1
3122,12.03,26.87,33.07,17.27,1.01,6.16,1
10984,4.48,31.22,35.7,8.69,1.17,4.35,1
6697,41.69,49.53,26.14,34.32,0.77,22.25,1
10690,9.49,62.43,61.78,53.69,1.05,15.88,2
2382,4.91,31.17,0.0,23.75,0.98,4.21,0
8204,79.92,14.47,146.7,17.74,1.84,13.22,4
3803,24.2,23.45,45.2,40.63,3.12,15.49,1
6355,13.25,36.5,47.89,31.62,0.72,22.66,1
10765,43.35,64.85,90.02,44.52,1.04,18.31,2
13511,17.17,10.81,27.98,7.07,0.0,23.36,0
9722,4.9,29.9,19.58,15.9,0.67,9.4,0
3262,2.43,9.23,10.79,11.25,0.72,6.51,0
10670,13.45,40.06,42.66,19.74,0.85,14.0,1
3579,7.62,17.65,25.26,7.61,3.42,13.44,0
1220,18.58,13.58,30.02,12.53,0.99,15.4,0
7780,1.0,3.0,2.44,2.05,1.7,3.53,0
10500,9.69,26.83,31.03,17.9,0.53,11.33,1
1495,19.15,12.31,29.03,12.12,0.62,11.35,0
4615,5.14,18.75,17.09,45.49,1.56,11.53,1
4107,29.12,21.59,43.48,59.3,1.48,4.94,1
2527,14.87,29.05,23.52,26.44,0.69,3.33,1
3969,6.37,12.75,10.81,62.68,2.03,2.17,1
7945,2.0,8.73,12.61,7.8,0.36,23.19,0
4383,0.98,9.63,5.81,49.62,0.38,7.77,0
13245,73.26,35.12,101.13,25.13,2.05,59.84,2
5483,10.75,14.39,20.43,7.06,0.77,5.58,0
10303,13.73,56.95,59.62,14.39,1.26,10.2,2
6297,53.77,65.45,101.07,44.85,1.46,19.53,2
10636,8.87,36.43,40.35,41.86,0.86,12.75,1
13516,40.61,10.26,41.1,8.07,0.67,24.84,0
7779,0.99,2.99,2.44,2.05,1.85,4.0,0
13033,1.33,3.53,1.28,3.63,0.31,5.85,0
3169,8.81,28.05,30.18,12.4,1.16,7.52,0
4801,8.46,13.25,13.84,0.92,1.08,5.94,0
10036,32.37,64.87,87.92,26.91,1.41,7.55,2
11826,21.96,59.62,51.87,30.22,0.43,12.56,2
1980,15.88,36.46,25.68,24.7,1.28,2.93,1
5175,38.8,73.31,77.57,209.32,0.77,4.36,3
7474,41.65,41.76,59.19,41.36,1.47,8.78,2
2117,4.63,23.2,0.47,40.74,0.39,3.39,1
2639,6.02,17.69,13.99,20.49,0.83,7.68,0
5020,8.12,18.18,14.21,303.53,0.58,8.83,3
3714,11.68,7.04,18.71,4.56,0.14,12.63,0
1688,10.97,31.22,20.24,17.26,1.14,3.92,1
7417,19.71,38.37,37.84,27.53,1.02,14.43,1
5115,8.23,10.82,10.3,95.51,0.69,7.71,3
6656,31.01,55.29,34.25,28.73,0.62,16.07,1
5652,4.93,15.41,20.31,38.11,1.05,5.99,1
9094,4.17,44.16,26.69,20.45,0.77,7.39,1
9326,8.4,46.53,31.0,18.89,0.54,17.26,1
14467,0.75,3.08,1.83,1.16,0.77,1.04,0
1108,10.67,15.03,25.7,10.88,0.0,5.83,0
4973,6.31,22.36,20.74,84.53,1.74,14.37,3
7143,66.23,37.42,73.58,30.7,1.5,12.78,2
7591,51.02,55.64,72.47,57.3,1.92,9.64,2
14104,2.93,4.64,4.85,2.7,0.78,6.07,0
5491,25.6,24.86,40.11,40.38,0.71,13.08,1
11970,7.69,26.09,22.8,28.72,0.99,5.0,1
5627,7.25,17.69,23.27,39.34,1.05,6.47,1
768,2.61,20.64,13.1,20.95,0.95,32.97,0
14443,0.93,3.66,2.28,1.82,0.6,2.15,0
13912,1.68,20.39,12.2,7.39,1.07,6.9,0
8809,5.63,41.36,9.72,38.95,0.06,10.25,1
10330,15.57,36.56,37.78,20.59,1.0,16.02,1
11827,10.7,36.82,30.43,30.16,0.29,10.39,1
14630,6.82,23.28,25.09,8.31,0.73,5.63,0
795,2.15,16.17,10.34,15.89,0.62,17.41,0
4911,5.01,15.62,22.91,52.97,1.49,3.08,1
3837,17.27,16.64,28.09,42.47,2.94,2.33,1
13104,0.59,1.85,0.79,1.89,0.32,4.25,0
3875,81.94,20.23,93.59,33.55,1.9,7.67,2
11755,9.48,34.06,24.02,53.55,0.86,10.79,1
3840,17.04,23.71,34.0,88.02,2.76,7.42,3
11102,103.73,51.04,154.33,39.93,1.05,6.56,4
1325,14.89,11.7,24.65,9.68,0.94,9.5,0
14229,2.64,7.67,6.18,7.57,0.0,30.89,0
11111,135.62,104.89,231.23,49.27,1.74,24.28,4
10356,6.27,29.73,27.82,19.69,1.05,11.12,1
10890,118.96,3.59,93.08,6.05,1.29,20.93,4
13404,23.94,0.2,22.75,7.02,2.28,19.83,0
1087,15.68,15.46,31.14,10.81,0.0,2.74,0
4077,17.11,22.34,29.82,57.61,0.77,12.14,1
8051,3.03,7.78,13.32,7.04,0.34,11.42,0
4534,18.46,24.85,17.05,23.82,9.48,18.14,1
10914,82.83,3.46,68.56,3.01,0.95,16.55,2
10879,98.1,0.61,74.98,2.69,1.42,17.33,2
9761,16.08,48.4,37.04,19.48,0.91,6.88,1
9429,6.89,58.07,36.2,20.39,0.76,11.84,1
9059,3.98,37.89,23.11,23.39,0.83,7.43,1
7016,53.83,77.28,86.18,46.95,1.66,17.57,2
2304,7.98,23.84,0.0,33.53,0.28,4.61,0
13864,1.94,16.88,10.52,9.93,1.4,5.21,0
9795,10.09,32.37,24.07,17.04,0.46,5.1,1
14256,0.99,9.97,5.9,5.23,0.84,7.74,0
11581,12.61,26.91,39.57,21.54,0.55,14.65,1
8408,4.84,12.23,15.52,10.35,1.26,14.13,0
12300,7.35,17.34,14.8,7.69,1.21,5.39,0
6156,14.64,62.69,56.18,27.96,1.16,13.55,2
1539,21.51,11.43,31.09,12.4,0.8,5.88,0
908,79.18,23.9,103.08,6.57,1.96,8.67,2
847,1.4,5.03,3.81,9.07,0.25,25.11,0
7120,34.09,35.94,49.8,32.41,1.29,10.8,2
8653,9.88,38.29,9.69,23.13,0.28,8.7,1
14691,5.07,6.07,9.55,4.97,0.38,5.05,0
9005,6.79,32.25,22.12,13.03,0.7,14.21,0
8186,35.78,11.56,71.11,14.77,1.44,12.03,2
1522,21.42,13.83,29.21,12.79,0.73,6.22,0
9246,2.81,23.18,14.44,13.67,0.3,9.11,0
5986,10.66,24.96,30.36,28.46,5.52,12.94,1
2218,14.16,37.05,0.0,27.42,1.15,3.72,1
9998,79.4,81.74,95.22,59.68,0.0,15.6,4
14407,0.88,4.49,7.65,2.32,0.68,0.41,0
4139,16.9,19.61,30.05,53.95,0.02,5.27,1
6474,16.52,34.27,48.51,29.3,1.37,8.48,1
10349,60.72,38.6,92.12,29.55,1.63,13.73,2
4832,2.71,10.38,10.51,187.75,0.93,3.54,3
776,4.31,15.62,11.81,16.82,0.63,14.09,0
3926,1.85,17.82,12.1,27.85,1.93,2.61,0
11692,29.32,68.83,60.04,53.82,1.48,9.54,2
11067,30.44,83.39,113.83,18.14,1.59,12.96,2
4785,5.69,11.52,14.17,44.39,2.97,3.42,1
3598,8.23,14.82,23.04,14.5,3.54,13.66,0
11418,16.19,19.56,35.72,9.22,0.62,4.72,0
9725,4.11,27.67,17.74,11.32,0.48,8.28,0
4287,40.57,13.18,39.43,29.29,0.97,8.9,1
10465,15.89,36.33,48.05,28.32,0.94,21.97,1
12209,11.2,32.39,25.72,8.97,1.3,6.84,0
6183,27.5,41.09,62.19,21.49,1.63,10.14,2
3343,2.3,31.65,18.71,14.92,1.03,12.5,0
5554,7.39,11.77,17.59,21.95,1.07,7.08,0
7657,41.97,42.24,61.5,38.33,1.26,14.3,2
1942,9.3,49.34,31.63,21.72,1.37,4.07,1
1732,2.26,11.59,6.83,6.42,2.58,5.12,0
13668,33.66,3.39,37.05,8.04,2.84,35.07,0
2165,15.42,33.75,9.13,39.56,0.75,10.52,1
4585,4.02,17.59,15.56,56.33,2.04,9.68,1
14631,7.61,25.06,27.45,8.77,0.66,6.48,0
12769,32.75,41.58,72.93,19.23,1.21,11.57,2
819,2.76,12.61,8.95,12.21,0.55,17.88,0
7476,15.89,31.6,31.88,29.89,0.99,8.55,1
11152,140.27,103.67,189.6,52.08,1.59,26.21,4
13456,23.77,8.1,31.87,7.52,1.23,29.22,0
13165,0.84,2.67,1.18,2.7,0.37,8.91,0
8222,28.23,10.06,57.12,18.14,1.21,13.22,1
1468,10.12,10.15,19.02,12.09,0.47,9.95,0
4013,7.74,5.87,9.85,17.85,2.01,9.07,0
14137,2.8,8.2,6.57,3.15,1.16,5.57,0
7082,13.43,21.59,24.43,29.08,0.73,9.55,1
13803,1.93,8.94,6.32,4.36,1.12,4.25,0
14161,3.4,3.88,4.6,3.05,1.21,5.84,0
3208,5.3,26.2,26.76,15.84,1.09,8.07,0
5945,15.38,31.83,32.15,70.25,9.73,5.68,1
9418,18.53,71.55,51.58,18.51,0.94,24.2,2
13384,15.83,2.34,17.61,6.49,1.42,18.36,0
2682,16.09,17.44,26.12,19.52,0.76,8.3,0
12605,28.42,10.58,37.52,8.24,0.41,7.28,0
7978,22.75,21.15,59.98,6.24,0.89,16.61,2
862,5.91,14.52,32.49,51.58,0.16,2.73,1
10140,9.96,20.29,26.62,12.03,0.9,11.14,0
8642,11.87,65.82,15.22,38.16,0.5,31.34,1
12743,28.52,47.23,75.75,16.93,1.07,17.3,2
6978,49.0,67.79,75.59,40.66,2.26,17.56,2
2913,6.37,32.67,27.82,15.03,1.04,4.9,1
9311,7.01,36.88,25.03,12.23,0.62,5.85,1
10105,6.75,34.49,35.74,24.11,0.46,5.95,1
5877,7.12,8.1,13.09,53.62,0.61,5.2,1
9978,58.21,48.02,19.04,23.84,0.0,7.95,1
4420,48.95,64.35,12.73,6.06,0.97,16.44,1
11370,17.68,21.49,35.75,10.61,0.5,2.54,0
14337,1.62,6.53,3.86,3.5,0.93,2.48,0
12370,10.76,30.27,24.71,35.69,1.12,4.11,1
13824,1.89,13.04,8.42,4.85,1.31,5.1,0
10923,50.19,11.56,52.1,8.68,0.99,15.47,2
4552,6.1,15.58,17.15,52.12,2.91,12.79,1
7048,10.39,34.98,37.1,34.64,0.77,13.73,1
1353,12.29,11.35,21.7,31.13,0.28,1.51,0
2337,6.11,25.49,0.0,31.93,0.52,4.74,0
430,5.55,67.51,40.43,19.51,1.34,42.75,1
8042,6.5,10.05,21.44,3.8,0.44,11.09,0
14570,10.27,24.17,21.16,12.42,1.56,9.48,0
13321,17.49,11.58,10.78,18.83,2.0,42.17,0
14057,2.97,5.97,5.03,1.84,0.62,5.61,0
2062,6.57,15.81,14.49,36.79,0.47,7.48,1
5977,24.1,33.02,44.26,28.0,12.67,9.3,1
8601,10.24,45.48,9.94,15.37,0.43,19.26,1
7364,62.99,70.81,84.3,31.51,1.93,23.72,2
11747,17.7,38.93,31.53,42.65,1.53,8.36,1
6976,34.37,54.68,64.81,36.1,1.78,13.37,2
14275,0.99,6.19,3.95,4.44,0.59,6.93,0
6186,23.76,46.9,69.79,37.48,2.98,15.64,2
8328,6.29,11.76,16.37,8.62,0.66,7.34,0
7789,2.12,3.5,5.33,3.48,1.15,3.13,0
3677,5.77,8.37,14.14,4.93,0.0,12.24,0
2740,31.63,58.13,73.78,19.22,1.19,6.8,2
7631,17.85,42.01,37.97,42.76,1.26,11.12,1
10779,5.62,33.16,34.56,31.07,0.92,13.27,1
3720,12.92,10.15,23.06,5.1,0.0,12.86,0
8686,10.97,57.6,13.18,36.67,0.0,25.88,1
4897,3.66,18.0,15.56,167.96,1.67,3.71,3
12714,23.72,17.36,40.97,17.58,0.68,9.61,1
10796,4.06,30.67,28.98,30.64,0.65,15.34,1
2900,9.66,34.46,32.46,17.15,0.95,5.66,1
8724,9.79,32.34,4.54,12.49,0.0,3.08,0
10472,12.57,28.55,35.71,21.4,0.9,13.99,1
8190,60.31,15.39,115.5,14.34,1.99,12.45,2
14216,2.78,9.47,7.09,4.69,2.91,18.5,0
13911,1.56,19.72,11.74,7.37,1.09,7.71,0
9024,8.39,48.48,32.65,12.57,1.05,22.48,1
11487,10.61,36.45,47.0,21.4,0.74,12.95,1
10673,31.62,54.79,70.7,58.47,1.02,11.61,2
3891,36.48,15.39,31.93,37.29,1.92,6.87,1
8531,4.85,26.57,21.07,23.99,0.43,6.13,1
